date,interest,keyword,geo,year
2004-01-01,86,Camino de Santiago,ES,2004
2004-02-01,89,Camino de Santiago,ES,2004
2004-03-01,82,Camino de Santiago,ES,2004
2004-04-01,87,Camino de Santiago,ES,2004
2004-05-01,91,Camino de Santiago,ES,2004
2004-06-01,100,Camino de Santiago,ES,2004
2004-07-01,98,Camino de Santiago,ES,2004
2004-08-01,77,Camino de Santiago,ES,2004
2004-09-01,55,Camino de Santiago,ES,2004
2004-10-01,36,Camino de Santiago,ES,2004
2004-11-01,26,Camino de Santiago,ES,2004
2004-12-01,23,Camino de Santiago,ES,2004
2005-01-01,27,Camino de Santiago,ES,2005
2005-02-01,27,Camino de Santiago,ES,2005
2005-03-01,31,Camino de Santiago,ES,2005
2005-04-01,34,Camino de Santiago,ES,2005
2005-05-01,41,Camino de Santiago,ES,2005
2005-06-01,44,Camino de Santiago,ES,2005
2005-07-01,52,Camino de Santiago,ES,2005
2005-08-01,50,Camino de Santiago,ES,2005
2005-09-01,26,Camino de Santiago,ES,2005
2005-10-01,18,Camino de Santiago,ES,2005
2005-11-01,17,Camino de Santiago,ES,2005
2005-12-01,13,Camino de Santiago,ES,2005
2006-01-01,19,Camino de Santiago,ES,2006
2006-02-01,22,Camino de Santiago,ES,2006
2006-03-01,28,Camino de Santiago,ES,2006
2006-04-01,35,Camino de Santiago,ES,2006
2006-05-01,34,Camino de Santiago,ES,2006
2006-06-01,36,Camino de Santiago,ES,2006
2006-07-01,46,Camino de Santiago,ES,2006
2006-08-01,40,Camino de Santiago,ES,2006
2006-09-01,22,Camino de Santiago,ES,2006
2006-10-01,18,Camino de Santiago,ES,2006
2006-11-01,13,Camino de Santiago,ES,2006
2006-12-01,11,Camino de Santiago,ES,2006
2007-01-01,16,Camino de Santiago,ES,2007
2007-02-01,17,Camino de Santiago,ES,2007
2007-03-01,21,Camino de Santiago,ES,2007
2007-04-01,26,Camino de Santiago,ES,2007
2007-05-01,27,Camino de Santiago,ES,2007
2007-06-01,34,Camino de Santiago,ES,2007
2007-07-01,38,Camino de Santiago,ES,2007
2007-08-01,37,Camino de Santiago,ES,2007
2007-09-01,21,Camino de Santiago,ES,2007
2007-10-01,15,Camino de Santiago,ES,2007
2007-11-01,12,Camino de Santiago,ES,2007
2007-12-01,11,Camino de Santiago,ES,2007
2008-01-01,15,Camino de Santiago,ES,2008
2008-02-01,18,Camino de Santiago,ES,2008
2008-03-01,22,Camino de Santiago,ES,2008
2008-04-01,24,Camino de Santiago,ES,2008
2008-05-01,25,Camino de Santiago,ES,2008
2008-06-01,28,Camino de Santiago,ES,2008
2008-07-01,36,Camino de Santiago,ES,2008
2008-08-01,32,Camino de Santiago,ES,2008
2008-09-01,20,Camino de Santiago,ES,2008
2008-10-01,14,Camino de Santiago,ES,2008
2008-11-01,13,Camino de Santiago,ES,2008
2008-12-01,10,Camino de Santiago,ES,2008
2009-01-01,16,Camino de Santiago,ES,2009
2009-02-01,17,Camino de Santiago,ES,2009
2009-03-01,21,Camino de Santiago,ES,2009
2009-04-01,31,Camino de Santiago,ES,2009
2009-05-01,30,Camino de Santiago,ES,2009
2009-06-01,31,Camino de Santiago,ES,2009
2009-07-01,40,Camino de Santiago,ES,2009
2009-08-01,36,Camino de Santiago,ES,2009
2009-09-01,23,Camino de Santiago,ES,2009
2009-10-01,18,Camino de Santiago,ES,2009
2009-11-01,17,Camino de Santiago,ES,2009
2009-12-01,14,Camino de Santiago,ES,2009
2010-01-01,35,Camino de Santiago,ES,2010
2010-02-01,33,Camino de Santiago,ES,2010
2010-03-01,39,Camino de Santiago,ES,2010
2010-04-01,43,Camino de Santiago,ES,2010
2010-05-01,48,Camino de Santiago,ES,2010
2010-06-01,40,Camino de Santiago,ES,2010
2010-07-01,51,Camino de Santiago,ES,2010
2010-08-01,46,Camino de Santiago,ES,2010
2010-09-01,28,Camino de Santiago,ES,2010
2010-10-01,20,Camino de Santiago,ES,2010
2010-11-01,16,Camino de Santiago,ES,2010
2010-12-01,12,Camino de Santiago,ES,2010
2011-01-01,18,Camino de Santiago,ES,2011
2011-02-01,20,Camino de Santiago,ES,2011
2011-03-01,22,Camino de Santiago,ES,2011
2011-04-01,27,Camino de Santiago,ES,2011
2011-05-01,27,Camino de Santiago,ES,2011
2011-06-01,31,Camino de Santiago,ES,2011
2011-07-01,41,Camino de Santiago,ES,2011
2011-08-01,40,Camino de Santiago,ES,2011
2011-09-01,23,Camino de Santiago,ES,2011
2011-10-01,19,Camino de Santiago,ES,2011
2011-11-01,15,Camino de Santiago,ES,2011
2011-12-01,12,Camino de Santiago,ES,2011
2012-01-01,16,Camino de Santiago,ES,2012
2012-02-01,17,Camino de Santiago,ES,2012
2012-03-01,21,Camino de Santiago,ES,2012
2012-04-01,25,Camino de Santiago,ES,2012
2012-05-01,25,Camino de Santiago,ES,2012
2012-06-01,29,Camino de Santiago,ES,2012
2012-07-01,41,Camino de Santiago,ES,2012
2012-08-01,38,Camino de Santiago,ES,2012
2012-09-01,21,Camino de Santiago,ES,2012
2012-10-01,17,Camino de Santiago,ES,2012
2012-11-01,13,Camino de Santiago,ES,2012
2012-12-01,12,Camino de Santiago,ES,2012
2013-01-01,16,Camino de Santiago,ES,2013
2013-02-01,18,Camino de Santiago,ES,2013
2013-03-01,22,Camino de Santiago,ES,2013
2013-04-01,23,Camino de Santiago,ES,2013
2013-05-01,31,Camino de Santiago,ES,2013
2013-06-01,35,Camino de Santiago,ES,2013
2013-07-01,46,Camino de Santiago,ES,2013
2013-08-01,45,Camino de Santiago,ES,2013
2013-09-01,25,Camino de Santiago,ES,2013
2013-10-01,18,Camino de Santiago,ES,2013
2013-11-01,13,Camino de Santiago,ES,2013
2013-12-01,12,Camino de Santiago,ES,2013
2014-01-01,15,Camino de Santiago,ES,2014
2014-02-01,19,Camino de Santiago,ES,2014
2014-03-01,20,Camino de Santiago,ES,2014
2014-04-01,31,Camino de Santiago,ES,2014
2014-05-01,31,Camino de Santiago,ES,2014
2014-06-01,35,Camino de Santiago,ES,2014
2014-07-01,43,Camino de Santiago,ES,2014
2014-08-01,46,Camino de Santiago,ES,2014
2014-09-01,34,Camino de Santiago,ES,2014
2014-10-01,18,Camino de Santiago,ES,2014
2014-11-01,17,Camino de Santiago,ES,2014
2014-12-01,12,Camino de Santiago,ES,2014
2015-01-01,17,Camino de Santiago,ES,2015
2015-02-01,19,Camino de Santiago,ES,2015
2015-03-01,25,Camino de Santiago,ES,2015
2015-04-01,28,Camino de Santiago,ES,2015
2015-05-01,33,Camino de Santiago,ES,2015
2015-06-01,37,Camino de Santiago,ES,2015
2015-07-01,44,Camino de Santiago,ES,2015
2015-08-01,45,Camino de Santiago,ES,2015
2015-09-01,31,Camino de Santiago,ES,2015
2015-10-01,17,Camino de Santiago,ES,2015
2015-11-01,14,Camino de Santiago,ES,2015
2015-12-01,13,Camino de Santiago,ES,2015
2016-01-01,18,Camino de Santiago,ES,2016
2016-02-01,18,Camino de Santiago,ES,2016
2016-03-01,25,Camino de Santiago,ES,2016
2016-04-01,24,Camino de Santiago,ES,2016
2016-05-01,31,Camino de Santiago,ES,2016
2016-06-01,32,Camino de Santiago,ES,2016
2016-07-01,40,Camino de Santiago,ES,2016
2016-08-01,38,Camino de Santiago,ES,2016
2016-09-01,24,Camino de Santiago,ES,2016
2016-10-01,19,Camino de Santiago,ES,2016
2016-11-01,14,Camino de Santiago,ES,2016
2016-12-01,12,Camino de Santiago,ES,2016
2017-01-01,16,Camino de Santiago,ES,2017
2017-02-01,17,Camino de Santiago,ES,2017
2017-03-01,24,Camino de Santiago,ES,2017
2017-04-01,30,Camino de Santiago,ES,2017
2017-05-01,30,Camino de Santiago,ES,2017
2017-06-01,31,Camino de Santiago,ES,2017
2017-07-01,47,Camino de Santiago,ES,2017
2017-08-01,49,Camino de Santiago,ES,2017
2017-09-01,31,Camino de Santiago,ES,2017
2017-10-01,18,Camino de Santiago,ES,2017
2017-11-01,13,Camino de Santiago,ES,2017
2017-12-01,12,Camino de Santiago,ES,2017
2018-01-01,15,Camino de Santiago,ES,2018
2018-02-01,18,Camino de Santiago,ES,2018
2018-03-01,23,Camino de Santiago,ES,2018
2018-04-01,27,Camino de Santiago,ES,2018
2018-05-01,30,Camino de Santiago,ES,2018
2018-06-01,29,Camino de Santiago,ES,2018
2018-07-01,40,Camino de Santiago,ES,2018
2018-08-01,43,Camino de Santiago,ES,2018
2018-09-01,28,Camino de Santiago,ES,2018
2018-10-01,18,Camino de Santiago,ES,2018
2018-11-01,14,Camino de Santiago,ES,2018
2018-12-01,11,Camino de Santiago,ES,2018
2019-01-01,15,Camino de Santiago,ES,2019
2019-02-01,19,Camino de Santiago,ES,2019
2019-03-01,22,Camino de Santiago,ES,2019
2019-04-01,27,Camino de Santiago,ES,2019
2019-05-01,30,Camino de Santiago,ES,2019
2019-06-01,32,Camino de Santiago,ES,2019
2019-07-01,37,Camino de Santiago,ES,2019
2019-08-01,43,Camino de Santiago,ES,2019
2019-09-01,27,Camino de Santiago,ES,2019
2019-10-01,18,Camino de Santiago,ES,2019
2019-11-01,12,Camino de Santiago,ES,2019
2019-12-01,13,Camino de Santiago,ES,2019
2020-01-01,16,Camino de Santiago,ES,2020
2020-02-01,18,Camino de Santiago,ES,2020
2020-03-01,12,Camino de Santiago,ES,2020
2020-04-01,11,Camino de Santiago,ES,2020
2020-05-01,13,Camino de Santiago,ES,2020
2020-06-01,21,Camino de Santiago,ES,2020
2020-07-01,27,Camino de Santiago,ES,2020
2020-08-01,28,Camino de Santiago,ES,2020
2020-09-01,16,Camino de Santiago,ES,2020
2020-10-01,11,Camino de Santiago,ES,2020
2020-11-01,9,Camino de Santiago,ES,2020
2020-12-01,9,Camino de Santiago,ES,2020
2021-01-01,15,Camino de Santiago,ES,2021
2021-02-01,15,Camino de Santiago,ES,2021
2021-03-01,15,Camino de Santiago,ES,2021
2021-04-01,14,Camino de Santiago,ES,2021
2021-05-01,24,Camino de Santiago,ES,2021
2021-06-01,31,Camino de Santiago,ES,2021
2021-07-01,47,Camino de Santiago,ES,2021
2021-08-01,50,Camino de Santiago,ES,2021
2021-09-01,31,Camino de Santiago,ES,2021
2021-10-01,24,Camino de Santiago,ES,2021
2021-11-01,14,Camino de Santiago,ES,2021
2021-12-01,12,Camino de Santiago,ES,2021
2022-01-01,17,Camino de Santiago,ES,2022
2022-02-01,23,Camino de Santiago,ES,2022
2022-03-01,24,Camino de Santiago,ES,2022
2022-04-01,34,Camino de Santiago,ES,2022
2022-05-01,35,Camino de Santiago,ES,2022
2022-06-01,38,Camino de Santiago,ES,2022
2022-07-01,47,Camino de Santiago,ES,2022
2022-08-01,47,Camino de Santiago,ES,2022
2022-09-01,32,Camino de Santiago,ES,2022
2022-10-01,22,Camino de Santiago,ES,2022
2022-11-01,13,Camino de Santiago,ES,2022
2022-12-01,11,Camino de Santiago,ES,2022
2023-01-01,16,Camino de Santiago,ES,2023
2023-02-01,18,Camino de Santiago,ES,2023
2023-03-01,25,Camino de Santiago,ES,2023
2023-04-01,30,Camino de Santiago,ES,2023
2023-05-01,29,Camino de Santiago,ES,2023
2023-06-01,32,Camino de Santiago,ES,2023
2023-07-01,37,Camino de Santiago,ES,2023
2023-08-01,41,Camino de Santiago,ES,2023
2023-09-01,28,Camino de Santiago,ES,2023
2023-10-01,21,Camino de Santiago,ES,2023
2023-11-01,13,Camino de Santiago,ES,2023
2023-12-01,11,Camino de Santiago,ES,2023
2024-01-01,17,Camino de Santiago,ES,2024
2024-02-01,17,Camino de Santiago,ES,2024
2024-03-01,26,Camino de Santiago,ES,2024
2024-04-01,26,Camino de Santiago,ES,2024
2024-05-01,27,Camino de Santiago,ES,2024
2024-06-01,28,Camino de Santiago,ES,2024
2024-07-01,33,Camino de Santiago,ES,2024
2024-08-01,37,Camino de Santiago,ES,2024
2024-09-01,28,Camino de Santiago,ES,2024
2024-10-01,17,Camino de Santiago,ES,2024
2024-11-01,14,Camino de Santiago,ES,2024
2024-12-01,17,Camino de Santiago,ES,2024
2004-01-01,0,chemin de Compostelle,FR,2004
2004-02-01,0,chemin de Compostelle,FR,2004
2004-03-01,44,chemin de Compostelle,FR,2004
2004-04-01,49,chemin de Compostelle,FR,2004
2004-05-01,42,chemin de Compostelle,FR,2004
2004-06-01,46,chemin de Compostelle,FR,2004
2004-07-01,40,chemin de Compostelle,FR,2004
2004-08-01,46,chemin de Compostelle,FR,2004
2004-09-01,0,chemin de Compostelle,FR,2004
2004-10-01,20,chemin de Compostelle,FR,2004
2004-11-01,20,chemin de Compostelle,FR,2004
2004-12-01,24,chemin de Compostelle,FR,2004
2005-01-01,19,chemin de Compostelle,FR,2005
2005-02-01,30,chemin de Compostelle,FR,2005
2005-03-01,30,chemin de Compostelle,FR,2005
2005-04-01,39,chemin de Compostelle,FR,2005
2005-05-01,34,chemin de Compostelle,FR,2005
2005-06-01,36,chemin de Compostelle,FR,2005
2005-07-01,44,chemin de Compostelle,FR,2005
2005-08-01,38,chemin de Compostelle,FR,2005
2005-09-01,25,chemin de Compostelle,FR,2005
2005-10-01,21,chemin de Compostelle,FR,2005
2005-11-01,22,chemin de Compostelle,FR,2005
2005-12-01,18,chemin de Compostelle,FR,2005
2006-01-01,23,chemin de Compostelle,FR,2006
2006-02-01,23,chemin de Compostelle,FR,2006
2006-03-01,32,chemin de Compostelle,FR,2006
2006-04-01,32,chemin de Compostelle,FR,2006
2006-05-01,41,chemin de Compostelle,FR,2006
2006-06-01,40,chemin de Compostelle,FR,2006
2006-07-01,42,chemin de Compostelle,FR,2006
2006-08-01,32,chemin de Compostelle,FR,2006
2006-09-01,29,chemin de Compostelle,FR,2006
2006-10-01,19,chemin de Compostelle,FR,2006
2006-11-01,13,chemin de Compostelle,FR,2006
2006-12-01,23,chemin de Compostelle,FR,2006
2007-01-01,20,chemin de Compostelle,FR,2007
2007-02-01,19,chemin de Compostelle,FR,2007
2007-03-01,26,chemin de Compostelle,FR,2007
2007-04-01,22,chemin de Compostelle,FR,2007
2007-05-01,31,chemin de Compostelle,FR,2007
2007-06-01,23,chemin de Compostelle,FR,2007
2007-07-01,33,chemin de Compostelle,FR,2007
2007-08-01,35,chemin de Compostelle,FR,2007
2007-09-01,21,chemin de Compostelle,FR,2007
2007-10-01,15,chemin de Compostelle,FR,2007
2007-11-01,14,chemin de Compostelle,FR,2007
2007-12-01,12,chemin de Compostelle,FR,2007
2008-01-01,22,chemin de Compostelle,FR,2008
2008-02-01,20,chemin de Compostelle,FR,2008
2008-03-01,25,chemin de Compostelle,FR,2008
2008-04-01,25,chemin de Compostelle,FR,2008
2008-05-01,28,chemin de Compostelle,FR,2008
2008-06-01,22,chemin de Compostelle,FR,2008
2008-07-01,30,chemin de Compostelle,FR,2008
2008-08-01,40,chemin de Compostelle,FR,2008
2008-09-01,23,chemin de Compostelle,FR,2008
2008-10-01,24,chemin de Compostelle,FR,2008
2008-11-01,21,chemin de Compostelle,FR,2008
2008-12-01,15,chemin de Compostelle,FR,2008
2009-01-01,22,chemin de Compostelle,FR,2009
2009-02-01,21,chemin de Compostelle,FR,2009
2009-03-01,39,chemin de Compostelle,FR,2009
2009-04-01,37,chemin de Compostelle,FR,2009
2009-05-01,34,chemin de Compostelle,FR,2009
2009-06-01,45,chemin de Compostelle,FR,2009
2009-07-01,38,chemin de Compostelle,FR,2009
2009-08-01,39,chemin de Compostelle,FR,2009
2009-09-01,32,chemin de Compostelle,FR,2009
2009-10-01,21,chemin de Compostelle,FR,2009
2009-11-01,19,chemin de Compostelle,FR,2009
2009-12-01,17,chemin de Compostelle,FR,2009
2010-01-01,24,chemin de Compostelle,FR,2010
2010-02-01,25,chemin de Compostelle,FR,2010
2010-03-01,23,chemin de Compostelle,FR,2010
2010-04-01,34,chemin de Compostelle,FR,2010
2010-05-01,49,chemin de Compostelle,FR,2010
2010-06-01,28,chemin de Compostelle,FR,2010
2010-07-01,51,chemin de Compostelle,FR,2010
2010-08-01,42,chemin de Compostelle,FR,2010
2010-09-01,28,chemin de Compostelle,FR,2010
2010-10-01,18,chemin de Compostelle,FR,2010
2010-11-01,17,chemin de Compostelle,FR,2010
2010-12-01,15,chemin de Compostelle,FR,2010
2011-01-01,25,chemin de Compostelle,FR,2011
2011-02-01,27,chemin de Compostelle,FR,2011
2011-03-01,31,chemin de Compostelle,FR,2011
2011-04-01,43,chemin de Compostelle,FR,2011
2011-05-01,35,chemin de Compostelle,FR,2011
2011-06-01,39,chemin de Compostelle,FR,2011
2011-07-01,42,chemin de Compostelle,FR,2011
2011-08-01,49,chemin de Compostelle,FR,2011
2011-09-01,36,chemin de Compostelle,FR,2011
2011-10-01,22,chemin de Compostelle,FR,2011
2011-11-01,18,chemin de Compostelle,FR,2011
2011-12-01,17,chemin de Compostelle,FR,2011
2012-01-01,23,chemin de Compostelle,FR,2012
2012-02-01,23,chemin de Compostelle,FR,2012
2012-03-01,27,chemin de Compostelle,FR,2012
2012-04-01,36,chemin de Compostelle,FR,2012
2012-05-01,40,chemin de Compostelle,FR,2012
2012-06-01,40,chemin de Compostelle,FR,2012
2012-07-01,49,chemin de Compostelle,FR,2012
2012-08-01,51,chemin de Compostelle,FR,2012
2012-09-01,31,chemin de Compostelle,FR,2012
2012-10-01,23,chemin de Compostelle,FR,2012
2012-11-01,19,chemin de Compostelle,FR,2012
2012-12-01,18,chemin de Compostelle,FR,2012
2013-01-01,29,chemin de Compostelle,FR,2013
2013-02-01,41,chemin de Compostelle,FR,2013
2013-03-01,34,chemin de Compostelle,FR,2013
2013-04-01,42,chemin de Compostelle,FR,2013
2013-05-01,69,chemin de Compostelle,FR,2013
2013-06-01,57,chemin de Compostelle,FR,2013
2013-07-01,53,chemin de Compostelle,FR,2013
2013-08-01,53,chemin de Compostelle,FR,2013
2013-09-01,37,chemin de Compostelle,FR,2013
2013-10-01,32,chemin de Compostelle,FR,2013
2013-11-01,23,chemin de Compostelle,FR,2013
2013-12-01,21,chemin de Compostelle,FR,2013
2014-01-01,33,chemin de Compostelle,FR,2014
2014-02-01,31,chemin de Compostelle,FR,2014
2014-03-01,37,chemin de Compostelle,FR,2014
2014-04-01,49,chemin de Compostelle,FR,2014
2014-05-01,49,chemin de Compostelle,FR,2014
2014-06-01,50,chemin de Compostelle,FR,2014
2014-07-01,48,chemin de Compostelle,FR,2014
2014-08-01,59,chemin de Compostelle,FR,2014
2014-09-01,41,chemin de Compostelle,FR,2014
2014-10-01,37,chemin de Compostelle,FR,2014
2014-11-01,25,chemin de Compostelle,FR,2014
2014-12-01,25,chemin de Compostelle,FR,2014
2015-01-01,30,chemin de Compostelle,FR,2015
2015-02-01,37,chemin de Compostelle,FR,2015
2015-03-01,41,chemin de Compostelle,FR,2015
2015-04-01,48,chemin de Compostelle,FR,2015
2015-05-01,61,chemin de Compostelle,FR,2015
2015-06-01,63,chemin de Compostelle,FR,2015
2015-07-01,57,chemin de Compostelle,FR,2015
2015-08-01,80,chemin de Compostelle,FR,2015
2015-09-01,44,chemin de Compostelle,FR,2015
2015-10-01,33,chemin de Compostelle,FR,2015
2015-11-01,23,chemin de Compostelle,FR,2015
2015-12-01,25,chemin de Compostelle,FR,2015
2016-01-01,34,chemin de Compostelle,FR,2016
2016-02-01,36,chemin de Compostelle,FR,2016
2016-03-01,40,chemin de Compostelle,FR,2016
2016-04-01,56,chemin de Compostelle,FR,2016
2016-05-01,61,chemin de Compostelle,FR,2016
2016-06-01,44,chemin de Compostelle,FR,2016
2016-07-01,48,chemin de Compostelle,FR,2016
2016-08-01,51,chemin de Compostelle,FR,2016
2016-09-01,42,chemin de Compostelle,FR,2016
2016-10-01,27,chemin de Compostelle,FR,2016
2016-11-01,20,chemin de Compostelle,FR,2016
2016-12-01,19,chemin de Compostelle,FR,2016
2017-01-01,28,chemin de Compostelle,FR,2017
2017-02-01,35,chemin de Compostelle,FR,2017
2017-03-01,37,chemin de Compostelle,FR,2017
2017-04-01,56,chemin de Compostelle,FR,2017
2017-05-01,61,chemin de Compostelle,FR,2017
2017-06-01,41,chemin de Compostelle,FR,2017
2017-07-01,61,chemin de Compostelle,FR,2017
2017-08-01,64,chemin de Compostelle,FR,2017
2017-09-01,41,chemin de Compostelle,FR,2017
2017-10-01,33,chemin de Compostelle,FR,2017
2017-11-01,23,chemin de Compostelle,FR,2017
2017-12-01,20,chemin de Compostelle,FR,2017
2018-01-01,31,chemin de Compostelle,FR,2018
2018-02-01,31,chemin de Compostelle,FR,2018
2018-03-01,34,chemin de Compostelle,FR,2018
2018-04-01,50,chemin de Compostelle,FR,2018
2018-05-01,57,chemin de Compostelle,FR,2018
2018-06-01,50,chemin de Compostelle,FR,2018
2018-07-01,56,chemin de Compostelle,FR,2018
2018-08-01,76,chemin de Compostelle,FR,2018
2018-09-01,42,chemin de Compostelle,FR,2018
2018-10-01,28,chemin de Compostelle,FR,2018
2018-11-01,39,chemin de Compostelle,FR,2018
2018-12-01,36,chemin de Compostelle,FR,2018
2019-01-01,32,chemin de Compostelle,FR,2019
2019-02-01,35,chemin de Compostelle,FR,2019
2019-03-01,38,chemin de Compostelle,FR,2019
2019-04-01,67,chemin de Compostelle,FR,2019
2019-05-01,60,chemin de Compostelle,FR,2019
2019-06-01,54,chemin de Compostelle,FR,2019
2019-07-01,70,chemin de Compostelle,FR,2019
2019-08-01,73,chemin de Compostelle,FR,2019
2019-09-01,91,chemin de Compostelle,FR,2019
2019-10-01,31,chemin de Compostelle,FR,2019
2019-11-01,24,chemin de Compostelle,FR,2019
2019-12-01,23,chemin de Compostelle,FR,2019
2020-01-01,33,chemin de Compostelle,FR,2020
2020-02-01,38,chemin de Compostelle,FR,2020
2020-03-01,24,chemin de Compostelle,FR,2020
2020-04-01,33,chemin de Compostelle,FR,2020
2020-05-01,42,chemin de Compostelle,FR,2020
2020-06-01,88,chemin de Compostelle,FR,2020
2020-07-01,67,chemin de Compostelle,FR,2020
2020-08-01,75,chemin de Compostelle,FR,2020
2020-09-01,45,chemin de Compostelle,FR,2020
2020-10-01,32,chemin de Compostelle,FR,2020
2020-11-01,59,chemin de Compostelle,FR,2020
2020-12-01,25,chemin de Compostelle,FR,2020
2021-01-01,33,chemin de Compostelle,FR,2021
2021-02-01,32,chemin de Compostelle,FR,2021
2021-03-01,54,chemin de Compostelle,FR,2021
2021-04-01,64,chemin de Compostelle,FR,2021
2021-05-01,65,chemin de Compostelle,FR,2021
2021-06-01,60,chemin de Compostelle,FR,2021
2021-07-01,78,chemin de Compostelle,FR,2021
2021-08-01,82,chemin de Compostelle,FR,2021
2021-09-01,54,chemin de Compostelle,FR,2021
2021-10-01,42,chemin de Compostelle,FR,2021
2021-11-01,27,chemin de Compostelle,FR,2021
2021-12-01,24,chemin de Compostelle,FR,2021
2022-01-01,39,chemin de Compostelle,FR,2022
2022-02-01,51,chemin de Compostelle,FR,2022
2022-03-01,45,chemin de Compostelle,FR,2022
2022-04-01,70,chemin de Compostelle,FR,2022
2022-05-01,78,chemin de Compostelle,FR,2022
2022-06-01,71,chemin de Compostelle,FR,2022
2022-07-01,76,chemin de Compostelle,FR,2022
2022-08-01,100,chemin de Compostelle,FR,2022
2022-09-01,56,chemin de Compostelle,FR,2022
2022-10-01,40,chemin de Compostelle,FR,2022
2022-11-01,30,chemin de Compostelle,FR,2022
2022-12-01,26,chemin de Compostelle,FR,2022
2023-01-01,41,chemin de Compostelle,FR,2023
2023-02-01,47,chemin de Compostelle,FR,2023
2023-03-01,54,chemin de Compostelle,FR,2023
2023-04-01,88,chemin de Compostelle,FR,2023
2023-05-01,93,chemin de Compostelle,FR,2023
2023-06-01,77,chemin de Compostelle,FR,2023
2023-07-01,79,chemin de Compostelle,FR,2023
2023-08-01,100,chemin de Compostelle,FR,2023
2023-09-01,68,chemin de Compostelle,FR,2023
2023-10-01,46,chemin de Compostelle,FR,2023
2023-11-01,30,chemin de Compostelle,FR,2023
2023-12-01,32,chemin de Compostelle,FR,2023
2024-01-01,52,chemin de Compostelle,FR,2024
2024-02-01,49,chemin de Compostelle,FR,2024
2024-03-01,49,chemin de Compostelle,FR,2024
2024-04-01,73,chemin de Compostelle,FR,2024
2024-05-01,79,chemin de Compostelle,FR,2024
2024-06-01,59,chemin de Compostelle,FR,2024
2024-07-01,59,chemin de Compostelle,FR,2024
2024-08-01,80,chemin de Compostelle,FR,2024
2024-09-01,51,chemin de Compostelle,FR,2024
2024-10-01,39,chemin de Compostelle,FR,2024
2024-11-01,30,chemin de Compostelle,FR,2024
2024-12-01,30,chemin de Compostelle,FR,2024
2004-01-01,53,Jakobsweg,DE,2004
2004-02-01,54,Jakobsweg,DE,2004
2004-03-01,48,Jakobsweg,DE,2004
2004-04-01,54,Jakobsweg,DE,2004
2004-05-01,55,Jakobsweg,DE,2004
2004-06-01,46,Jakobsweg,DE,2004
2004-07-01,57,Jakobsweg,DE,2004
2004-08-01,51,Jakobsweg,DE,2004
2004-09-01,40,Jakobsweg,DE,2004
2004-10-01,28,Jakobsweg,DE,2004
2004-11-01,31,Jakobsweg,DE,2004
2004-12-01,28,Jakobsweg,DE,2004
2005-01-01,39,Jakobsweg,DE,2005
2005-02-01,37,Jakobsweg,DE,2005
2005-03-01,37,Jakobsweg,DE,2005
2005-04-01,40,Jakobsweg,DE,2005
2005-05-01,41,Jakobsweg,DE,2005
2005-06-01,39,Jakobsweg,DE,2005
2005-07-01,46,Jakobsweg,DE,2005
2005-08-01,41,Jakobsweg,DE,2005
2005-09-01,30,Jakobsweg,DE,2005
2005-10-01,28,Jakobsweg,DE,2005
2005-11-01,22,Jakobsweg,DE,2005
2005-12-01,22,Jakobsweg,DE,2005
2006-01-01,43,Jakobsweg,DE,2006
2006-02-01,31,Jakobsweg,DE,2006
2006-03-01,35,Jakobsweg,DE,2006
2006-04-01,43,Jakobsweg,DE,2006
2006-05-01,56,Jakobsweg,DE,2006
2006-06-01,63,Jakobsweg,DE,2006
2006-07-01,60,Jakobsweg,DE,2006
2006-08-01,63,Jakobsweg,DE,2006
2006-09-01,52,Jakobsweg,DE,2006
2006-10-01,54,Jakobsweg,DE,2006
2006-11-01,46,Jakobsweg,DE,2006
2006-12-01,67,Jakobsweg,DE,2006
2007-01-01,81,Jakobsweg,DE,2007
2007-02-01,67,Jakobsweg,DE,2007
2007-03-01,74,Jakobsweg,DE,2007
2007-04-01,83,Jakobsweg,DE,2007
2007-05-01,85,Jakobsweg,DE,2007
2007-06-01,66,Jakobsweg,DE,2007
2007-07-01,79,Jakobsweg,DE,2007
2007-08-01,70,Jakobsweg,DE,2007
2007-09-01,72,Jakobsweg,DE,2007
2007-10-01,100,Jakobsweg,DE,2007
2007-11-01,64,Jakobsweg,DE,2007
2007-12-01,66,Jakobsweg,DE,2007
2008-01-01,67,Jakobsweg,DE,2008
2008-02-01,65,Jakobsweg,DE,2008
2008-03-01,65,Jakobsweg,DE,2008
2008-04-01,64,Jakobsweg,DE,2008
2008-05-01,60,Jakobsweg,DE,2008
2008-06-01,48,Jakobsweg,DE,2008
2008-07-01,57,Jakobsweg,DE,2008
2008-08-01,52,Jakobsweg,DE,2008
2008-09-01,46,Jakobsweg,DE,2008
2008-10-01,38,Jakobsweg,DE,2008
2008-11-01,33,Jakobsweg,DE,2008
2008-12-01,41,Jakobsweg,DE,2008
2009-01-01,47,Jakobsweg,DE,2009
2009-02-01,39,Jakobsweg,DE,2009
2009-03-01,43,Jakobsweg,DE,2009
2009-04-01,52,Jakobsweg,DE,2009
2009-05-01,49,Jakobsweg,DE,2009
2009-06-01,47,Jakobsweg,DE,2009
2009-07-01,47,Jakobsweg,DE,2009
2009-08-01,49,Jakobsweg,DE,2009
2009-09-01,38,Jakobsweg,DE,2009
2009-10-01,34,Jakobsweg,DE,2009
2009-11-01,29,Jakobsweg,DE,2009
