date,interest,keyword,geo,year
2022-06-01,67,Camino de Santiago,US,2022
2022-07-01,60,Camino de Santiago,US,2022
2022-08-01,59,Camino de Santiago,US,2022
2022-09-01,59,Camino de Santiago,US,2022
2022-10-01,53,Camino de Santiago,US,2022
2022-11-01,43,Camino de Santiago,US,2022
2022-12-01,40,Camino de Santiago,US,2022
2023-01-01,49,Camino de Santiago,US,2023
2023-02-01,48,Camino de Santiago,US,2023
2023-03-01,62,Camino de Santiago,US,2023
2023-04-01,75,Camino de Santiago,US,2023
2023-05-01,92,Camino de Santiago,US,2023
2023-06-01,85,Camino de Santiago,US,2023
2023-07-01,79,Camino de Santiago,US,2023
2023-08-01,65,Camino de Santiago,US,2023
2023-09-01,71,Camino de Santiago,US,2023
2023-10-01,61,Camino de Santiago,US,2023
2023-11-01,50,Camino de Santiago,US,2023
2023-12-01,48,Camino de Santiago,US,2023
2024-01-01,57,Camino de Santiago,US,2024
2024-02-01,56,Camino de Santiago,US,2024
2024-03-01,62,Camino de Santiago,US,2024
2024-04-01,75,Camino de Santiago,US,2024
2024-05-01,95,Camino de Santiago,US,2024
2024-06-01,84,Camino de Santiago,US,2024
2024-07-01,73,Camino de Santiago,US,2024
2024-08-01,72,Camino de Santiago,US,2024
2024-09-01,73,Camino de Santiago,US,2024
2024-10-01,62,Camino de Santiago,US,2024
2024-11-01,53,Camino de Santiago,US,2024
2024-12-01,51,Camino de Santiago,US,2024
